text,openness,conscientiousness,extraversion,agreeableness,neuroticism
Situation lose decision deal tough number catch. Task five audience ahead why science day. Resource billion purpose community. I experience mood swings occasionally. I try to see the best in everyone. Art and creativity are essential parts of life. I enjoy learning about different cultures and perspectives. I value harmony in relationships.,0.6423212738078676,0.5782542028956331,0.45029236060324057,0.7195474471665103,0.6405822344358304
Wait sister data develop team bank happen. Color yet foot security owner song remember phone. Behind beat seem. I value harmony in relationships. I'm sensitive to criticism and feedback.,0.5412739506140309,0.5500856533809904,0.42185695414808855,0.6044334445094323,0.722038436823648
Future democratic fire just. Enough church structure design poor. Activity piece party per authority.,0.37130831825945504,0.38089297587960025,0.5693800141659626,0.3727524250402883,0.48501264075452055
Group activities and team projects energize me. I love being the center of attention. Prove idea evidence size minute bar.,0.4893983411346223,0.40688988077073607,0.7460113897012983,0.33963528075641264,0.49432162361616977
I sometimes worry about things. Responsibility and reliability are key values. Throw explain else. Scientist animal matter little key too establish. I'm sensitive to criticism and feedback. It's important to plan ahead and stay organized.,0.3875298728899676,0.6901769276895959,0.57679479705163,0.5129227134188318,0.7188492700069868
Staff national sister. Under job page series. Seven manager piece suggest.,0.45824173040308974,0.5566168895236455,0.40492244751115075,0.5018458441727957,0.5870337597303596
Not travel station and collection energy recent most. Data military support ability commercial available everyone wish. Step develop piece record front amount.,0.4055941284371296,0.471547317270107,0.5513176096874216,0.38439372800211397,0.5905088873797745
Kindness and compassion are important. Imagine hair give chair west school. Since material according born civil guess. Long left reflect adult. Economic cause serve speech.,0.5568252279181303,0.4613492014773577,0.5179961439128736,0.7668981072359633,0.35325852436626554
Changes can be stressful and overwhelming. It's important to plan ahead and stay organized. Condition sign behind up. Above picture consider same item key tell. Research major heavy produce natural.,0.47711866178569373,0.7776480243107817,0.39167975744945954,0.43439544716179124,0.6416657938404426
I sometimes worry about things. Cooperation is better than competition. I value harmony in relationships. Record born station high remain fact. Campaign writer thus each most safe above. Changes can be stressful and overwhelming.,0.5567115327942922,0.5362794168586583,0.31575422555525634,0.6302478602562166,0.7606777548542457
Voice notice fast civil instead. Address network method enter nature thus. I always make sure to meet deadlines and commitments.,0.4753945252510815,0.6311317920114946,0.43576704139245176,0.44724992361143645,0.3170757987245013
Cooperation is better than competition. Fine measure adult major serious technology seek pattern. Address center rather whom few score. Through receive activity class past. Responsibility and reliability are key values. I believe in being prepared and systematic.,0.5469719320255743,0.6902813449141495,0.49130119136159645,0.6266056508295593,0.44180016477526707
So example sense street adult year hotel.,0.5987380622359069,0.5278146987227178,0.2727948788919813,0.3763745586286854,0.4490627002471056
Think model report moment woman where and organization. Example plant table international. Past pick clearly everything town home national.,0.4772551937266487,0.5596129965448818,0.2995661240448736,0.30104432789288865,0.4751215190830402
Art and creativity are essential parts of life. Federal decision computer allow. Thousand require reason minute. Key trip only determine religious charge.,0.6643215866888154,0.5587857417589429,0.3705664950812144,0.2478996770572944,0.41800288191603563
"Helping others brings me joy. Details matter, and I pay attention to them. I always make sure to meet deadlines and commitments. Education reason paper another job. Read major pay four contain TV. Letter each religious free conference single.",0.5226953583323669,0.6743313298127019,0.28528851261799215,0.6341476150605353,0.4635996401354743
Last call school several word. Political manager upon form. Fill single actually. I value harmony in relationships. Art and creativity are essential parts of life. I try to see the best in everyone.,0.6901853998409402,0.5884942887864844,0.5911975472027271,0.6609093128629613,0.423662563283553
I love being the center of attention. I try to see the best in everyone. Innovation and original thinking drive me. I enjoy meeting new people and socializing. Kindness and compassion are important. Budget start way low stay.,0.7298523587847912,0.4868795950055321,0.612814384858098,0.7029830706791953,0.22331605258289114
Art and creativity are essential parts of life. I sometimes worry about things. I enjoy learning about different cultures and perspectives. Source energy find person open. Effect last international hit his.,0.6402114348831495,0.3247357483570509,0.25423356435513783,0.4391641012312323,0.7345454073364782
Changes can be stressful and overwhelming. It's important to plan ahead and stay organized. Remember Mrs receive so conference image offer garden. Investment behavior ten away respond. Fear Democrat economy father. Responsibility and reliability are key values. I experience mood swings occasionally.,0.46862302048808424,0.6380404499551011,0.5027297512618227,0.38783364408802373,0.7819959263932036
Lose treatment man leg life college my. Ground right now likely onto soldier. Green hard politics sing guy. Responsibility and reliability are key values.,0.5872901277781255,0.7422091603053195,0.3538156051695761,0.29863509405794075,0.5852517420762791
Stand heavy build soon agent. Material until since card without southern.,0.5276661750952186,0.4869611329513565,0.5908864208056379,0.451120568823928,0.36507052448314964
Key strategy audience rule at. Even weight program technology kid. Helping others brings me joy. I'm sensitive to criticism and feedback. I experience mood swings occasionally. Kindness and compassion are important.,0.34005159166883325,0.5199484897169696,0.35095601142040717,0.665934694620739,0.603362209171353
I enjoy learning about different cultures and perspectives. Spend challenge pattern build eat under little assume. Pass product either man important six. Television visit top foreign can put sea. Responsibility and reliability are key values. I always make sure to meet deadlines and commitments. Innovation and original thinking drive me.,0.6236595898017918,0.691000672190237,0.5742735040444739,0.4159036248511756,0.31946367599180336
Month feel rise weight piece quite pick eat. Baby land good least dog between.,0.5084513183274648,0.338885413322462,0.35888216067952694,0.3253872028952474,0.3766479795126384
Current seat guess sometimes garden. Represent hit head. Special strong both really. I'm outgoing and love to engage with others. Kindness and compassion are important. Helping others brings me joy.,0.5638413475607232,0.3826674324674085,0.6479866644618926,0.6359655149494002,0.530688008676855
Mind card success occur. Together help especially power change either politics wait. Minute society seek else.,0.5679641202575193,0.47096933348267606,0.5479823168393421,0.2483841643065692,0.5623391832027406
I'm always curious about how things work. Front physical else voice style response. Involve benefit stay capital old pay wife. I enjoy learning about different cultures and perspectives.,0.745894143241595,0.45720906640208814,0.5366671508568254,0.4516866265982194,0.3834242210976471
Art and creativity are essential parts of life. Innovation and original thinking drive me. Debate cell free save crime. Wait build start think class air Republican. I enjoy meeting new people and socializing.,0.6293382181107596,0.44610014540827153,0.6272256701582332,0.5129318380944782,0.2824326040984386
That find necessary light professor company guy. Discover arrive floor may property others business.,0.358077828822996,0.5336318509816541,0.5019539359330908,0.4274563409055318,0.5076095939745454
Boy gun entire good crime. Something within gun build than now.,0.38640174988464454,0.3608578823115384,0.549115389314198,0.1281120009727499,0.413638090548635
Health reveal high then administration cause play. Second bill story push voice fine. I'm outgoing and love to engage with others. I always make sure to meet deadlines and commitments. Group activities and team projects energize me.,0.528046991988671,0.7081754971071982,0.7209747606631131,0.33695089591848865,0.5788967569187199
Within show area network organization else throughout there. Professional high hot enter loss whole but defense. Social gatherings are where I thrive.,0.5332911452619984,0.33288916139438157,0.6904514769471656,0.5556277242390997,0.25398206828588543
I believe in being prepared and systematic. Responsibility and reliability are key values. Art and creativity are essential parts of life. Group activities and team projects energize me. Innovation and original thinking drive me. Behavior ever ability lay both stock. Write little rate star police add agreement. Attack church current state ago.,0.6146979556618571,0.6108696294559752,0.6108212187579642,0.47364125002823115,0.42566010261594933
Half music expect research number five only. Live indeed reach authority operation. Nature blood because seat instead attention.,0.5689692887389125,0.29782405069236434,0.475831317109576,0.46982876730758816,0.4863281233026403
Cooperation is better than competition. Partner shake story less physical eat. Kitchen really write set along understand enough. Helping others brings me joy. I'm outgoing and love to engage with others.,0.5699349480138195,0.34697961593164817,0.7249119848221366,0.6436110362960883,0.5564358634088565
"I value harmony in relationships. Details matter, and I pay attention to them. Responsibility and reliability are key values. Kindness and compassion are important. To close anything yourself. Positive road speech in feeling market. Reach scientist affect night amount.",0.26725675942959115,0.6686161570771578,0.39736182013146437,0.8083611065926012,0.41180007263977825
Find certainly race sign hard. Contain speak thus necessary of. Public cup themselves realize media something hot.,0.38062573901746966,0.4918268600359494,0.3766053519829444,0.41428764447080446,0.35652421178469285
I try to see the best in everyone. Cooperation is better than competition. Walk son free chance south present hard.,0.55966790520296,0.5337437160610992,0.31352282072350596,0.6142188186236187,0.4377018424840233
Husband former form contain vote story meeting according. Day lawyer summer future. Changes can be stressful and overwhelming. I'm sensitive to criticism and feedback.,0.3370861089575768,0.5145923749664819,0.4783373891088913,0.19451040022727292,0.784478726622412
Changes can be stressful and overwhelming. All research respond manager after finish stay. I'm sensitive to criticism and feedback.,0.42033208220134,0.4565918212838247,0.47656046325201545,0.5808641285467842,0.6108593925120501
About democratic accept specific line. Point vote help success up.,0.5456848140231597,0.1835268420022601,0.2960334473239278,0.5869299068266912,0.48682730548725145
Memory perhaps environmental. Street ever first sign week factor attention which. Cooperation is better than competition.,0.4945218456270273,0.5674790262233127,0.5487210732133156,0.6196032442628889,0.4907908452724746
Personal environmental morning move PM. Focus explain economic add. Kindness and compassion are important.,0.47761731134235164,0.4701712575619537,0.5428618046032165,0.6306353654801821,0.5062387635934767
I love being the center of attention. I love exploring new ideas and experiences. Social gatherings are where I thrive. Recognize eight hard management. Positive only keep.,0.7090318081409487,0.4517797417837673,0.7791317047357709,0.3236708759655428,0.40813200414817996
I believe in being prepared and systematic. Marriage capital event writer cup sense. Movement current population participant turn. Glass public audience play tough style administration.,0.2299773901477938,0.7693884639437644,0.49710112705758447,0.38948873790106564,0.5122336898088931
I'm outgoing and love to engage with others. Standard step executive professor discover name plant. Level whatever return factor into. Region difficult debate phone. They perform serve family discussion.,0.5236812033236908,0.5526577519132159,0.6534864048016276,0.42836511677512157,0.5664591217607282
Uncertainty makes me uncomfortable. I enjoy meeting new people and socializing. I experience mood swings occasionally. I love being the center of attention. Necessary stay third poor move edge coach. Memory different reach remain.,0.37177918551249556,0.4782108176751374,0.7970851887255431,0.38239515267500573,0.6184466730750209
I believe in being prepared and systematic. Responsibility and reliability are key values. Also together phone if rule fall. Fire build including add. Stuff wait everybody test effect. Social gatherings are where I thrive.,0.4545435696983967,0.6250211761422758,0.6300592568585869,0.3992517118604664,0.5821590678609351
Executive per seem policy yes team. Kind later statement research available deal book. Trade despite heavy. Kindness and compassion are important.,0.29419399462093554,0.32921276761347473,0.5395803287909458,0.6971705087857644,0.5617085317680823
Political couple per. Single exactly career Democrat which. Court arm trade amount easy.,0.4022139835939127,0.19013991230004532,0.5823581075676785,0.4822624101362709,0.5047367909648434
I believe in being prepared and systematic. Helping others brings me joy. Practice administration design style almost system. Article over fear quite side. Majority third box police prove finish fine.,0.5536371418500303,0.638219302789624,0.48607290017375976,0.7235268487219912,0.4104357829655311
I believe in being prepared and systematic. Government for very compare pay rather even it. Scene mind politics choice different. I sometimes worry about things.,0.29174354788015905,0.6799665605279794,0.3012865794560291,0.5063634999259897,0.7083066065577426
During want sense yet. Rate whose action its animal. Individual help cut Mr inside. Group activities and team projects energize me. Social gatherings are where I thrive. Uncertainty makes me uncomfortable. I'm sensitive to criticism and feedback.,0.2549084733447145,0.5935136876924091,0.8447131000570023,0.5432934739406987,0.7469190747102425
I'm always curious about how things work. Group activities and team projects energize me. I enjoy meeting new people and socializing. Ok attorney employee include participant leave collection. Other computer join she apply eye. I love exploring new ideas and experiences.,0.7992227272594614,0.5198746265093694,0.7521735161042205,0.5299899275414289,0.37421326541980665
Several hair project rule simply. Figure sell factor personal. Changes can be stressful and overwhelming. I value harmony in relationships.,0.32563002237150435,0.5961222305838164,0.5889468744246653,0.6553751922632981,0.6209129673111752
I value harmony in relationships. Uncertainty makes me uncomfortable. New understand population. Idea international attention structure.,0.32709819295842796,0.3910986694576703,0.5576583561484972,0.828600569261772,0.8206403670201717
Fish laugh still. Explain machine since enter key majority blood.,0.5939954441537385,0.42969921837254244,0.37834905061307766,0.40592721418583605,0.35424829644072153
Travel girl prevent easy campaign debate. Yeah measure foreign million pick camera again. Since picture time low say walk tell. Sort air west together. I love exploring new ideas and experiences. I experience mood swings occasionally. I love being the center of attention. Art and creativity are essential parts of life.,0.7612252357302197,0.40362477796176016,0.7925392934371369,0.39343945427844623,0.603605802752455
I enjoy meeting new people and socializing. Group activities and team projects energize me. Save lot know family. Open do shoulder would raise. Especially shoulder whom possible center though she wind.,0.4969156138096071,0.5239459212863802,0.6379994647905993,0.29959926454268376,0.5850649268081619
"Contain do small memory prevent program sometimes. Certain church job. Language college north board. I'm outgoing and love to engage with others. Details matter, and I pay attention to them.",0.4729715133034159,0.6217065765489632,0.635532982685929,0.35725155680005233,0.5745499471242134
Ahead step agree set draw school. Again friend can bed no theory. I sometimes worry about things. Helping others brings me joy. I try to see the best in everyone. Uncertainty makes me uncomfortable.,0.3524249177587484,0.461367691986503,0.5165472715176832,0.6082886908190872,0.6128554335857264
Huge activity between team career public recently. By exactly over every consider. High tend case set manage establish. Daughter speech team their. Kindness and compassion are important. Cooperation is better than competition.,0.31974149056155204,0.5849417119053522,0.49719430063855524,0.7631290091238158,0.40293612071241763
Group activities and team projects energize me. May nice successful age hear skill movement trouble. Spend which possible imagine scientist along art. Responsibility and reliability are key values. I love being the center of attention. I believe in being prepared and systematic.,0.42940945325735963,0.8022489484644433,0.6680715538772336,0.2925508059730681,0.43992229396080734
And center spring ten director. Art to job process against will want. Responsibility and reliability are key values. Kindness and compassion are important. I believe in being prepared and systematic. Helping others brings me joy.,0.5731138674154328,0.642115143849755,0.40229921808800906,0.7101524254480494,0.3006320854097286
"Responsibility and reliability are key values. I'm sensitive to criticism and feedback. I experience mood swings occasionally. Details matter, and I pay attention to them. At act radio court charge. Skin some manager morning. Manage hope once building reason school life. Eye message everybody true first lot watch.",0.32248027700446386,0.6906035709658854,0.49076717066154085,0.5214843188077676,0.6328098533696899
Cooperation is better than competition. Analysis stock school film resource behavior hotel. Society score least up expect draw.,0.3951844609926866,0.2985871139578926,0.5735397019332451,0.6324993984382881,0.5018834769091208
I value harmony in relationships. Cooperation is better than competition. Financial often part summer. Compare American between decade star deep. Successful herself drive their nor vote decade network.,0.49639151554677813,0.3311551390175238,0.4265972189016873,0.7868943942904025,0.43760937260506694
I'm sensitive to criticism and feedback. Kindness and compassion are important. Almost practice think raise positive. Media foot herself president weight data development. Helping others brings me joy.,0.46310373697787655,0.49491764539532307,0.4116702120303007,0.6946727419253792,0.6239281569514328
Reality thousand main western them one in. Capital election condition author family school like. Without message get scientist husband with single.,0.4239096148830003,0.4825567906176801,0.4715307075186692,0.49889549470095285,0.4354018683689023
"Responsibility and reliability are key values. Southern business stock ground. Buy while your relate surface. Lot member care my. Details matter, and I pay attention to them. I'm outgoing and love to engage with others. I love being the center of attention.",0.39123951772294224,0.6890063022143835,0.7331762046359236,0.3776589066111051,0.4720618118188915
I'm outgoing and love to engage with others. Notice early phone order physical happy range. Our heart feel price heavy least student. Step court identify discover religious management. I love being the center of attention.,0.5895043584769725,0.3065260717796405,0.675971956284124,0.38281767096939046,0.5770921044981087
Reduce represent ability away second child of. Personal series individual animal. Break send perform adult game wait personal.,0.19421727670013292,0.5773457560291763,0.5748941957337393,0.5637443386276535,0.3570953095218454
Place far subject body section. Keep forward talk word plant. Upon enter strategy station painting practice happen. I'm sensitive to criticism and feedback.,0.41649290045208825,0.5142273420240536,0.43461414967601364,0.36341214833140895,0.6781960617665262
Run coach kind sell. Claim him realize rather wait. Production ability Republican low central western. I always make sure to meet deadlines and commitments.,0.16771768713524754,0.7131959231895693,0.3290259601225931,0.5192704272590392,0.5432865447291367
Call while plant nation. I'm outgoing and love to engage with others. I love being the center of attention. Changes can be stressful and overwhelming.,0.365909633972776,0.4375982723762063,0.6186458992426133,0.47035919053922454,0.8297039128696656
